id,admissions,entry_gender,perc_free_meals,perc_girls,perc_sec_lang,avg_score
2033,comprehensive,mixed,13.4,48.5,6.2,47.9
2034,comprehensive,mixed,36.5,49.3,3.4,38.7
2035,comprehensive,mixed,13.5,47.5,7,46.7
2036,selective,boys,2.9,3.4,5.2,64.8
2037,selective,girls,2.9,96.6,6.8,69.4
2038,comprehensive,mixed,11.5,45.8,5.7,45.9
2039,comprehensive,mixed,6.8,51.6,1.1,52.4
2040,comprehensive,mixed,25.9,51.2,14.6,47.2
2041,comprehensive,mixed,31.6,51.2,4.4,40.7
2042,comprehensive,girls,12.7,98.4,7.4,49.1
2043,selective,girls,4.2,97.6,3.8,62.5
2044,comprehensive,mixed,10.5,49.3,3.2,50.7
2045,comprehensive,mixed,10.3,49.2,2.1,50.4
2046,comprehensive,boys,11.3,0.6,7.4,46.4
2047,comprehensive,mixed,21.2,42.7,1.5,44.1
2048,comprehensive,mixed,24.7,48.7,10.9,45.7
2049,comprehensive,mixed,16,47.8,0.9,44.8
2050,comprehensive,mixed,14.9,17.8,5.6,37.2
2051,comprehensive,mixed,12.2,51.5,2,49.3
2052,selective,mixed,4.9,55.9,1.8,67.3
2053,comprehensive,mixed,17,85.5,1.3,41.8
2054,comprehensive,mixed,18.2,47.6,1.8,47.6
2055,comprehensive,mixed,15,54.3,9.8,46.5
2056,comprehensive,mixed,20.8,51.6,8,47.9
2057,comprehensive,mixed,21.4,42.2,6.1,51.5
2058,selective,boys,4,4.5,3.4,71.4
2059,selective,girls,2,100,4.4,71.8
2060,comprehensive,mixed,10.5,48.9,4.5,47.4
2061,comprehensive,mixed,3.9,48.1,46.3,56.6
2062,comprehensive,mixed,8.3,49.7,1.8,55.5
2063,comprehensive,mixed,23.2,51,11.2,40.6
2064,comprehensive,mixed,6.7,47.9,2.7,50.6
2065,comprehensive,mixed,5.4,47,2.1,51
2066,comprehensive,mixed,8.3,49.7,4.3,52.6
2067,comprehensive,mixed,10.1,44.2,4.6,50.3
2068,comprehensive,girls,2.6,100,4.9,58.3
2069,comprehensive,mixed,11.7,47.5,4.4,47.3
2070,comprehensive,mixed,14,51.5,8.4,52.4
2071,comprehensive,mixed,17.3,46.2,1.9,43.6
2072,comprehensive,mixed,7.7,45,1.7,54.8
2073,selective,girls,1.1,100,9.7,76.5
2074,comprehensive,mixed,33.3,50.1,2.1,42.7
2075,comprehensive,mixed,18.6,47.4,2.6,52.5
2076,comprehensive,mixed,26.1,52.5,10.8,44.7
2077,selective,girls,0.8,100,11.9,75.8
2078,selective,boys,0.2,11.4,11.1,73.4
2079,comprehensive,mixed,6,42.9,3,50.6
2080,comprehensive,mixed,13,52.6,1.2,49
2081,comprehensive,mixed,5.5,49.1,1.4,57.6
2082,comprehensive,mixed,13,47.9,10.7,50.1
2083,comprehensive,mixed,13.8,51.2,2.8,40.7
2084,comprehensive,mixed,7.4,50.5,4.8,54.9
2085,comprehensive,mixed,10,49,3.2,43
2086,comprehensive,mixed,4.2,47.5,1.7,53.6
2087,comprehensive,mixed,14.1,46.3,5.1,47.4
2088,comprehensive,mixed,7.9,48.5,7.1,52.6
2089,comprehensive,mixed,8.5,47.5,2.6,52.3
2090,comprehensive,mixed,4.6,47.9,1.5,52.1
2091,comprehensive,mixed,18.9,48.6,3.3,44.5
2092,comprehensive,mixed,7.9,46.6,0.7,53.2
2093,comprehensive,mixed,4.3,50.8,2.7,50.2
2094,comprehensive,mixed,4,49.5,0.7,48.5
2095,comprehensive,mixed,19.5,54.9,8.6,46
2096,comprehensive,mixed,26.8,47.3,8.3,44.4
2097,comprehensive,mixed,5.4,47.1,2.6,50.5
2098,comprehensive,mixed,10.3,51.3,1.6,45.8
2099,selective,mixed,0.8,11.7,4.8,74.8
2100,comprehensive,mixed,14.6,50.9,6.9,47.6
2101,comprehensive,mixed,4.1,51,2.9,54.1
2102,comprehensive,mixed,10.9,48,4,48.9
2103,comprehensive,mixed,7.5,54.2,0.8,49.9
2104,comprehensive,mixed,14.9,51.1,15.9,45.7
2105,comprehensive,mixed,3.2,49.1,1.7,55
2106,comprehensive,mixed,7.2,51.2,7.3,56.1
2107,comprehensive,mixed,31.7,61.8,0,20.1
2108,comprehensive,mixed,19.2,47.5,3.8,46.2
2109,comprehensive,mixed,7.7,50.7,4.1,50.4
2110,comprehensive,mixed,6.9,50.2,0.8,53.2
2111,comprehensive,mixed,13.1,46.8,4.1,48.5
2112,comprehensive,mixed,8.7,48.4,5.5,52
2113,comprehensive,mixed,17.5,48.6,2.7,51.6
2114,comprehensive,mixed,10.8,46.9,3.1,47.2
2115,comprehensive,mixed,9,49.2,9.4,49.9
2116,comprehensive,mixed,2.7,51.2,1.2,59.8
2117,comprehensive,mixed,8.3,50.2,12.8,53
2118,comprehensive,mixed,15.9,52.8,12.4,49.2
2119,comprehensive,mixed,7.3,47.6,5.5,53.3
2120,comprehensive,mixed,9,53,24.6,51.4
2121,comprehensive,mixed,4.3,48.5,2.3,54.9
2122,comprehensive,mixed,5.5,49.9,2.1,54.8
2123,comprehensive,mixed,7.8,46.8,4,53
2124,comprehensive,mixed,14,27.7,1.7,38.1
2125,comprehensive,mixed,7.6,46.3,1.5,53.9
2126,comprehensive,mixed,13.2,49.8,11.4,46.8
2127,comprehensive,mixed,6.1,52.7,1.5,49.5
2128,comprehensive,mixed,10.6,49.5,7.2,46.9
2129,comprehensive,mixed,19,46.4,0,10.6
2130,comprehensive,mixed,9.7,48.4,2.9,48.3
2131,comprehensive,mixed,15.1,49.8,4.4,45.9
2132,comprehensive,mixed,7,48.7,0.4,54.7
2133,comprehensive,mixed,8,48.2,9.6,50.2
2134,comprehensive,mixed,5.2,47.6,1.2,50
2135,comprehensive,mixed,20.2,46.9,4.4,48.7
2136,comprehensive,mixed,9.3,50.4,2.5,49.9
2137,comprehensive,mixed,17.4,51.1,19,44.3
2138,comprehensive,mixed,18.5,48.9,23.4,39.5
2139,comprehensive,mixed,10.9,47.9,4.4,56.3
2140,comprehensive,mixed,30.3,47.4,12.9,35.9
2141,comprehensive,girls,4.4,97.5,18.1,57.4
2142,comprehensive,boys,6.3,5.9,23.3,51.5
2143,comprehensive,mixed,14.8,49,4.9,48.7
2144,selective,boys,1.8,9.7,6.8,69.6
2145,selective,girls,3.4,95.9,9.6,68.2
2146,selective,boys,1.9,5.6,29.4,72.7
2147,selective,girls,1.7,94.6,15.9,71.4
2148,comprehensive,mixed,9.1,52.3,0.1,50.3
2149,comprehensive,mixed,24.8,47.9,15.5,43
2150,comprehensive,girls,9.8,100,25.1,54.4
2151,comprehensive,mixed,4.8,48.7,21.3,59.5
2152,comprehensive,mixed,17.9,42.9,9.9,41.2
2153,comprehensive,mixed,19.4,37,28.9,40.8
2154,comprehensive,mixed,20.4,50,9.6,49.9
2155,comprehensive,mixed,26,43.3,13.2,42.9
2156,comprehensive,mixed,9.8,46.7,3,53.2
2157,comprehensive,mixed,8.4,43,7.1,50.8
2158,comprehensive,mixed,8.2,55.1,11.5,43.7
2159,comprehensive,mixed,4.7,47,4.2,51.3
2160,comprehensive,mixed,13.7,51.5,7.6,48.9
2161,comprehensive,mixed,3.8,54.1,0.8,53.2
2162,comprehensive,mixed,7.2,49.7,1.5,53
2163,comprehensive,mixed,23.7,48.6,14.3,44.6
2164,comprehensive,mixed,9.1,50,16.1,53.3
2165,comprehensive,mixed,5.4,44.9,0.6,56.5
2166,comprehensive,mixed,9.7,49.9,1.3,53.6
2167,comprehensive,mixed,10.6,51,7.7,54.8
2168,comprehensive,mixed,11.4,54.9,12.7,44.9
2169,comprehensive,mixed,13.1,47.4,2.4,51.8
2170,comprehensive,mixed,24.3,47,2.4,49.4
2171,comprehensive,mixed,4.8,48.8,4,54.1
2172,comprehensive,mixed,7.2,50.6,1.3,55.2
2173,comprehensive,mixed,3.8,49.7,1.8,58
2174,comprehensive,mixed,4,66,0.4,57.8
2175,comprehensive,mixed,14.8,47.6,4.9,52
2176,comprehensive,mixed,10.6,50.1,0.9,45.8
2177,comprehensive,mixed,8.8,49.4,12.2,53.6
2178,comprehensive,mixed,8.7,50.7,2,52
2179,comprehensive,mixed,6.1,51.2,2.4,54.2
2180,comprehensive,mixed,7,49.4,11.9,56.6
2181,comprehensive,mixed,6.6,49.6,0.8,53.2
2182,comprehensive,mixed,11.7,50.9,1.3,51
2183,comprehensive,mixed,7.3,48.1,2.6,53.5
2184,comprehensive,mixed,16.7,50.3,20.3,45
2185,comprehensive,mixed,14.3,48.3,5.3,46.5
2186,comprehensive,mixed,12.5,48,3.4,47.2
2187,comprehensive,mixed,7.3,46,1.7,45.9
2188,comprehensive,mixed,13.4,49.2,0.7,50.2
2189,comprehensive,mixed,11.4,48.6,1.8,55.3
2190,comprehensive,mixed,18.1,46.5,2,45.3
2191,comprehensive,mixed,9.5,52.8,7.9,45.2
2192,comprehensive,mixed,20.6,52.5,11.6,40.8
2193,comprehensive,mixed,12.7,42.3,2.1,41
2194,selective,mixed,3.7,44.2,7.5,64.6
2195,comprehensive,mixed,3.3,51.8,6.5,56.7
2196,selective,boys,3.5,3.6,2.6,63.9
2197,comprehensive,mixed,12.3,53,3.3,45.9
2198,comprehensive,mixed,16.6,47.1,8.8,44.3
2199,comprehensive,mixed,13.9,49.7,9.9,44.8
2200,selective,mixed,6.3,46.4,8.1,65
2201,comprehensive,mixed,11.8,52.8,1.9,44
2202,comprehensive,mixed,11.5,48.5,4.6,45.2
2203,selective,mixed,1.6,45.2,3.6,66.4
2204,selective,mixed,6.8,53.6,7.1,64.4
2205,selective,boys,1.4,16.5,26,72.3
2206,selective,girls,2.5,98.6,9.3,70.9
2207,comprehensive,girls,10,98.5,13.4,48.7
2208,comprehensive,mixed,22.9,46.7,4.7,41.2
2209,selective,boys,6,4.5,6.3,61.7
2210,selective,girls,4.4,96.9,5.9,65.3
2211,comprehensive,mixed,0.8,39.7,17.4,54.7
2212,comprehensive,mixed,17.7,45.4,10.4,44.8
2213,comprehensive,mixed,21.7,48.5,8.2,39.6
2214,selective,girls,4.2,100,12.2,67.3
2215,comprehensive,mixed,10.3,51,3.7,46.3
2216,selective,boys,2,5.5,20.7,65.4
2217,comprehensive,mixed,10.7,46.5,2.1,39
2218,comprehensive,mixed,30.5,48.7,29.1,28.7
2219,selective,boys,4.1,0,10.3,63.5
2220,comprehensive,boys,11.9,0.5,4.6,46.7
2221,comprehensive,mixed,12.2,49.1,2.2,46.5
2222,comprehensive,mixed,12.1,46.6,5.2,43.1
2223,selective,girls,3.7,99.5,2.9,64.6
2224,selective,girls,3.1,94.7,18.2,68.1
2225,comprehensive,girls,7.1,97,3.9,49.1
2226,comprehensive,mixed,8.4,51.3,1.5,41
2227,comprehensive,mixed,10.2,50.8,1.9,42.2
2228,comprehensive,mixed,19.7,42.3,5.7,41.6
2229,selective,girls,2.9,96.7,10.7,70.5
2230,comprehensive,mixed,25.5,50.8,20.8,43.6
2231,selective,boys,1.2,9.4,9.5,74.9
2232,comprehensive,mixed,12.7,47.4,3.4,48
2233,comprehensive,mixed,7.8,56.4,3.5,47.6
2234,comprehensive,mixed,10.1,43.3,7.7,49.4
2235,comprehensive,mixed,14,15.2,7.4,42.8
2236,comprehensive,mixed,12.3,45.5,2.1,46.5
2237,selective,boys,1.8,5.2,8.1,65.7
2238,selective,girls,3.2,95.8,7.3,67.4
2239,comprehensive,mixed,16.9,42.7,3.2,44.8
2240,comprehensive,mixed,9.6,46.8,7.8,49.6
2241,comprehensive,mixed,20.7,46.6,5.1,44.1
2242,comprehensive,mixed,5.8,50,1.5,48.7
2243,selective,girls,2.9,97.8,15.9,65.1
2244,comprehensive,mixed,8.8,42.7,3.8,49.9
2245,comprehensive,mixed,28,47.8,6.2,37.4
2246,comprehensive,mixed,15.3,43.8,9.8,42.9
2247,comprehensive,mixed,14.5,97.3,21.8,47.2
2248,comprehensive,boys,12.9,1.1,15.4,49.6
2249,selective,boys,4.1,6.7,9.5,65.2
2250,selective,boys,2.1,5.1,5,61.1
2251,comprehensive,mixed,13.4,40.9,8.6,37.6
2252,comprehensive,mixed,31.8,49.7,4,37.4
2253,comprehensive,mixed,22.7,48.2,3.1,48.5
2254,comprehensive,mixed,25.8,45.4,22.1,38
2255,selective,mixed,1.8,46.5,2.3,64.2
2256,comprehensive,mixed,28.2,45.8,9.6,31.8
2257,comprehensive,mixed,10.1,45.8,8.6,48.6
2258,comprehensive,mixed,14,50.5,12.2,43.3
2259,comprehensive,mixed,12.6,50.5,25,45.3
2260,comprehensive,mixed,14,48.1,6.3,47.6
2261,comprehensive,mixed,12.4,46.5,23,45.6
2262,comprehensive,mixed,5.9,46.8,18,50.9
2263,comprehensive,mixed,13.6,47.7,37.4,48.4
2264,comprehensive,mixed,5.2,49.5,10.7,53.5
2265,comprehensive,mixed,12.5,47.5,1.3,43.4
2266,comprehensive,mixed,17.7,47.6,1.2,42.3
2267,selective,girls,2,96.5,9.7,67
2268,selective,boys,2.1,15.5,13.3,68
2269,selective,mixed,2,50.2,4.7,65.9
2270,comprehensive,mixed,24.4,51.4,6,41
2271,comprehensive,mixed,16.1,46.6,7.4,45.8
2272,selective,boys,0.7,0,7.6,71.7
2273,comprehensive,mixed,27.6,48.9,6,40.1
2274,comprehensive,mixed,13.4,46.1,2.7,38
2275,comprehensive,mixed,19.7,52.7,6.6,44
2276,selective,girls,1.4,96.2,4.5,76.7
2277,comprehensive,mixed,14.2,48.1,8.2,45.3
2278,selective,girls,1.4,100,2,73.5
2279,selective,boys,2.5,4.1,3.7,64.9
2280,comprehensive,mixed,10.3,52.5,8.3,42.7
2281,comprehensive,mixed,5.9,51.3,8.8,48.6
2282,selective,girls,1.7,96.8,2.4,69.5
2283,comprehensive,mixed,12.6,48.4,2.6,48
2284,comprehensive,mixed,7.5,37.6,6.7,45.8
2285,selective,boys,2.9,9.1,8.1,62.2
2286,selective,girls,3.5,91.1,16.1,66.5
2287,comprehensive,mixed,8.7,44.3,3.1,46.7
2288,comprehensive,mixed,19.7,44.5,9.5,44.8
2289,selective,boys,8.5,7.8,9.1,64.7
2290,selective,girls,4,98.6,2.6,63.3
2291,selective,girls,4.3,97.3,9.7,62.4
2292,comprehensive,boys,12.5,0,3,41.1
2293,comprehensive,boys,6.8,2.9,6,49.3
2294,comprehensive,mixed,11.2,46.4,2.8,45.4
2295,selective,mixed,2.9,43.4,8.1,66.5
2296,comprehensive,girls,11.9,98.9,6,49.7
2297,comprehensive,mixed,23.3,46.6,13.2,41.7
2298,selective,mixed,2.1,97.2,14.4,71
2299,comprehensive,mixed,17.7,45.9,25.4,37.8
2300,selective,boys,2.8,5,10.8,66.1
2301,comprehensive,mixed,14.7,52,6.8,42.5
2302,comprehensive,mixed,11.1,49.4,12.1,49.3
2303,comprehensive,mixed,26.1,48.9,25.9,39.5
2304,comprehensive,girls,15.6,100,4.3,45.3
2305,comprehensive,mixed,17.4,49.2,1,44.8
2306,comprehensive,mixed,23,50.1,11.6,46.9
2307,comprehensive,mixed,5,52.7,1.5,55
2308,comprehensive,mixed,14.8,49.4,4,51.2
2309,comprehensive,mixed,11.4,43.9,9.9,47.6
2310,comprehensive,mixed,3.3,53.7,1.9,59.7
2311,comprehensive,mixed,19.3,50.3,3.7,45.4
2312,comprehensive,mixed,5.2,47.6,11,59.6
2313,comprehensive,mixed,19.9,46,4.7,44.8
2314,selective,mixed,1.6,50.8,4.2,71.4
2315,comprehensive,mixed,5.9,45.7,1.5,51.6
2316,comprehensive,mixed,6.1,48.7,1.2,51.6
2317,comprehensive,mixed,3.7,50.9,0.4,58.8
2318,comprehensive,mixed,15,49.8,6.4,50.1
2319,comprehensive,mixed,5.2,47.9,1.3,56.8
2320,comprehensive,mixed,5.5,45.7,4.6,59.4
2321,comprehensive,mixed,14.1,46.4,4.4,53.3
2322,comprehensive,mixed,6.6,50.1,0.3,51.6
2323,comprehensive,mixed,14,50.7,0.7,47.8
2324,comprehensive,mixed,10.1,49.8,2,48
2325,comprehensive,mixed,11.5,47.8,4.1,47.4
2326,comprehensive,mixed,22.3,46.5,7.7,42.8
2327,comprehensive,mixed,24.4,47,47.8,45.7
2328,selective,mixed,0.8,50,5.1,68.9
2329,comprehensive,mixed,10.3,50.4,1.1,52
2330,comprehensive,mixed,23.7,47.8,25.4,41.2
2331,comprehensive,mixed,28.7,48,11.1,38.3
2332,comprehensive,mixed,28.6,47,1.3,34.6
2333,comprehensive,mixed,36.8,51.2,1.5,42.7
2334,comprehensive,mixed,25.6,50.9,18.4,41.1
2335,comprehensive,mixed,5.2,45.7,0.8,51.9
2336,comprehensive,mixed,32.4,44.4,15.7,41.1
2337,comprehensive,mixed,36.3,47.1,7.3,35.1
2338,comprehensive,mixed,9.9,49.7,8.9,51.6
2339,comprehensive,mixed,28.9,49.1,4.3,40.2
2340,comprehensive,mixed,5.6,48,0.8,54.7
2341,comprehensive,mixed,12.9,46.7,23.8,49.6
2342,comprehensive,mixed,5.9,46,2.2,55.1
2343,comprehensive,boys,4.8,7.3,5.5,55
2344,selective,girls,2.3,100,3.8,70.4
2345,selective,boys,1.5,0,5.8,70.1
2346,comprehensive,mixed,30.1,49.7,6.9,48
2347,comprehensive,mixed,10.6,47.1,3.2,49.5
2348,comprehensive,mixed,6.7,50.7,0.5,52
2349,comprehensive,mixed,10.9,53,2.8,50.5
2350,comprehensive,mixed,9.9,51.8,0.6,50.9
2351,comprehensive,mixed,18.6,49,63.7,38.8
2352,comprehensive,mixed,16.2,52.5,0.4,50.4
2353,comprehensive,mixed,27.7,44.3,43.9,44.9
2354,comprehensive,mixed,17.8,49.4,3.7,48.2
2355,comprehensive,mixed,22.4,47.1,36.3,41.4
2356,comprehensive,mixed,13.8,46.7,11.4,41.1
2357,comprehensive,mixed,9.6,48.7,1.8,53
2358,comprehensive,mixed,15.6,47.6,3.1,51.4
2359,comprehensive,mixed,27,54.2,13,46.8
2360,comprehensive,mixed,8.5,51,10,56
2361,comprehensive,mixed,11.6,46.7,4.3,52.7
2362,comprehensive,mixed,16.4,52.2,48.9,47.9
2363,comprehensive,girls,7.4,100,11.8,56.6
2364,comprehensive,mixed,12.9,43,15,48.5
2365,comprehensive,girls,9.5,100,98.5,61.3
2366,comprehensive,mixed,17.5,47.8,16.3,41.2
2367,comprehensive,mixed,4.4,47.6,3.9,50.4
2368,comprehensive,mixed,5.3,50.7,4.4,56.2
2369,comprehensive,mixed,6.8,46.7,0.9,50.6
2370,comprehensive,mixed,5,50.1,0.9,54
2371,comprehensive,mixed,5.3,49.9,2.4,57.6
2372,comprehensive,mixed,6.4,50.9,1.9,53.3
2373,comprehensive,mixed,15.1,57.4,5.6,49.5
2374,comprehensive,mixed,12.2,51.4,11.3,46.3
2375,comprehensive,mixed,11.7,51.8,4.5,51.3
2376,comprehensive,mixed,2.7,53.1,0.5,58.4
2377,comprehensive,mixed,23.5,47.7,1.2,40.9
2378,comprehensive,mixed,24.5,45.4,43.6,49.3
2379,comprehensive,mixed,16.6,51.4,0.8,41.8
2380,comprehensive,mixed,8.5,50.7,4.5,52.1
2381,comprehensive,mixed,18.4,49.1,4,47.2
2382,comprehensive,mixed,13.3,50.6,1.9,54.8
2383,comprehensive,mixed,6.3,5.3,5.3,36.9
2384,comprehensive,mixed,15.5,48.3,2.6,45.7
2385,comprehensive,mixed,20.6,49.5,3,43.5
2386,comprehensive,mixed,9.9,46,5.6,41
2387,comprehensive,mixed,13.1,49,0.9,49.2
2388,comprehensive,mixed,22.5,50.7,69,45.5
2389,comprehensive,mixed,16.4,51.6,8.7,49.7
2390,comprehensive,mixed,28,52.6,5.2,21.8
2391,comprehensive,mixed,17.2,48.1,1.9,46.3
2392,comprehensive,mixed,29.4,48.1,24.6,46.4
2393,comprehensive,mixed,23,43.4,46.4,46
2394,comprehensive,mixed,4.2,37.8,21.8,58.3
2395,comprehensive,mixed,8.8,48.7,3.5,54.3
2396,comprehensive,mixed,10.4,50.1,11.7,52.9
2397,comprehensive,boys,9.4,0,82.6,61.8
2398,comprehensive,girls,10.4,100,93.3,64.8
2399,comprehensive,mixed,22.8,50,54.8,49.6
2400,comprehensive,mixed,42.1,52.7,5.5,40.5
2401,comprehensive,mixed,18.8,48,2.4,38.3
2402,comprehensive,mixed,17.1,49.1,2.7,48.9
2403,comprehensive,mixed,18.4,49.8,1,46.5
2404,comprehensive,mixed,13.9,50.2,11,50
2405,comprehensive,mixed,42.2,48.1,9,43.4
2406,comprehensive,mixed,40.3,49.9,6.3,44.2
2407,comprehensive,mixed,15.2,49.3,13.9,49.8
2408,comprehensive,mixed,12.1,52.3,15.6,53.1
2409,comprehensive,mixed,9.4,47.9,7.7,51.7
2410,comprehensive,mixed,15.7,51.8,1.9,50.8
2411,comprehensive,mixed,7.5,53.2,14.7,58.1
2412,comprehensive,mixed,17.8,47.5,10.3,49.1
2413,comprehensive,mixed,13.8,50.2,5.8,49.1
2414,comprehensive,mixed,18.9,48.4,3,52.3
2415,comprehensive,mixed,7.8,47.4,2.7,54
2416,comprehensive,mixed,11.4,49.7,11.7,49.9
2417,comprehensive,mixed,9.2,51.4,19.4,49.1
2418,comprehensive,mixed,10.2,48.6,0.5,47.7
2419,comprehensive,mixed,16.8,45.3,0,48.9
2420,comprehensive,mixed,7.2,47,2.2,49.3
2421,comprehensive,mixed,10.3,50.9,2.4,46.9
2422,comprehensive,mixed,16.2,48.4,2.9,51.2
2423,comprehensive,mixed,7.5,48.8,6,57.7
2424,comprehensive,mixed,15.3,47.7,0.2,53.4
2425,comprehensive,mixed,16.8,49.4,1.2,44.2
2426,comprehensive,mixed,12.3,49.2,1,54.1
2427,comprehensive,mixed,8.3,51.2,2.8,49.2
2428,comprehensive,mixed,27.9,48.6,3.2,39.7
2429,comprehensive,mixed,27.8,48.5,12.2,42.6
2430,comprehensive,mixed,16,46.5,4.7,46.7
2431,comprehensive,mixed,21,48.9,1,50.7
2432,comprehensive,mixed,3,51.9,1.3,58.2
2433,comprehensive,mixed,13.2,50.2,2.1,49.1
2434,comprehensive,mixed,10,48.5,9.7,42
2435,comprehensive,mixed,17.2,48.1,36.7,50.8
2436,comprehensive,mixed,40.5,42,24.3,41.4
2437,comprehensive,mixed,39.1,45.8,6.9,33.5
2438,comprehensive,mixed,20.7,46.6,68.3,40.4
2439,comprehensive,mixed,30.8,46.6,13.2,38.1
2440,comprehensive,mixed,24.2,50.2,4.9,40.5
2441,comprehensive,mixed,10.3,47.4,30.8,55.8
2442,comprehensive,mixed,27,48,38.4,42.9
2443,comprehensive,mixed,24,47.4,21,47.9
2444,comprehensive,girls,25.2,100,57.9,51
2445,comprehensive,mixed,20.4,29.6,10.2,48.3
2446,comprehensive,mixed,36.6,49.3,11.1,41.5
2447,comprehensive,mixed,22.1,48.9,4.4,51.7
2448,comprehensive,mixed,26.6,47.5,9.2,43.5
2449,comprehensive,mixed,11.2,50.9,30.4,55.9
2450,comprehensive,mixed,13.8,49.3,2.6,53.5
2451,comprehensive,mixed,5.7,48.3,0.7,52.3
2452,comprehensive,mixed,6.9,49.7,1.7,52.3
2453,comprehensive,mixed,9.6,50,1.9,51.8
2454,comprehensive,mixed,4.2,49.5,0.6,53.6
2455,comprehensive,mixed,16.3,45.7,5.2,42.4
2456,comprehensive,mixed,10.5,53,3.1,46.5
2457,comprehensive,mixed,6,47.1,2.2,52.1
2458,comprehensive,mixed,6.9,50.3,1.4,52.7
2459,comprehensive,mixed,10.4,45.8,3.3,47.9
2460,comprehensive,mixed,10.2,49.1,1.9,48.2
2461,comprehensive,mixed,10,52,5.4,49.6
2462,comprehensive,mixed,6.6,47.7,3,55.9
2463,comprehensive,mixed,8.4,49.2,2.2,52.2
2464,comprehensive,mixed,7.6,49.4,2.3,51.7
2465,comprehensive,mixed,4.3,51.1,2.6,57.1
2466,comprehensive,mixed,13.8,52.6,0.7,47.8
2467,comprehensive,mixed,15.2,49,3.4,45.9
2468,comprehensive,mixed,17.3,50,4.2,42.5
2469,comprehensive,mixed,6.7,50,4.6,53.1
2470,comprehensive,mixed,7,52.9,0.4,53.9
2471,comprehensive,mixed,23,51.8,4.6,46.4
2472,selective,boys,1,9.2,9.4,68.6
2473,comprehensive,mixed,5.9,47.7,1.1,50.5
2474,comprehensive,mixed,7.7,49.5,10.7,48.6
2475,comprehensive,mixed,15.5,44.9,17.8,44.8
2476,comprehensive,mixed,18.9,50.3,15.9,52.3
2477,comprehensive,mixed,16.5,56.6,19.4,51.8
2478,comprehensive,mixed,23.1,50.5,3.7,51.4
2479,selective,girls,0.6,100,3.3,72.6
2480,comprehensive,mixed,26.2,44.6,6.1,44.9
2481,comprehensive,mixed,30.2,47.4,9.5,38.6
2482,comprehensive,mixed,18.6,48.3,6.5,41.9
2483,comprehensive,mixed,7,49.5,2,63.1
2484,comprehensive,mixed,6.8,51,7.9,52.5
2485,comprehensive,mixed,6.1,47.8,2.3,54.6
2486,comprehensive,mixed,5.4,49.2,2.1,53.5
2487,comprehensive,mixed,7.1,49.4,1.3,53.2
2488,comprehensive,mixed,9.8,52.6,1.3,49.5
2489,comprehensive,mixed,4.7,52.1,2.2,54.8
2490,comprehensive,mixed,4.1,51.8,0.8,56.5
2491,comprehensive,mixed,6,52.2,3.9,52
2492,comprehensive,mixed,7.9,32.4,2.8,43.9
2493,comprehensive,mixed,17.6,46.6,2.5,52
2494,comprehensive,mixed,7.6,52.7,2.8,48.1
2495,comprehensive,mixed,8.2,49.5,1.2,45.9
2496,comprehensive,mixed,4.6,50.1,1.6,55.5
2497,comprehensive,mixed,14.3,48,26.4,44.7
2498,comprehensive,mixed,5.4,51.8,18.9,54.5
2499,comprehensive,girls,4.8,99.3,3.8,57.8
2500,comprehensive,boys,4.2,1.6,2.4,54.1
2501,comprehensive,mixed,7.2,47.3,1.5,51.4
2502,comprehensive,mixed,21.2,52.4,12.5,41.2
2503,comprehensive,mixed,7.6,49.1,3.6,54.2
2504,comprehensive,mixed,6,48.2,5.5,53.8
2505,comprehensive,mixed,5.3,48.7,1.6,59.7
2506,comprehensive,mixed,9.7,50.2,3,51.2
2507,comprehensive,mixed,31.6,49.9,2.5,49
2508,comprehensive,mixed,13.7,49.7,7.8,52
2509,comprehensive,mixed,3.3,49.4,2,53.9
2510,comprehensive,mixed,8,51.1,0.9,58.3
2511,comprehensive,mixed,11.8,51.3,7,50.3
2512,comprehensive,mixed,9,49,2.3,52.9
2513,comprehensive,mixed,6.6,51.4,1.1,54.8
2514,comprehensive,mixed,8.5,44.7,1.2,53.1
2515,comprehensive,mixed,13.8,45.1,11.2,46.6
2516,comprehensive,mixed,4.1,49.6,5,55.3
2517,comprehensive,mixed,3,51.6,0.4,58.4
2518,comprehensive,mixed,16.4,47.4,4.7,47.1
2519,comprehensive,mixed,30.4,51.5,5.7,38.6
2520,comprehensive,mixed,6.8,50.2,6.7,54.5
2521,comprehensive,mixed,7.7,46.8,0.9,56.3
2522,comprehensive,mixed,8.8,49.2,2.8,47.5
2523,comprehensive,mixed,21.6,52.2,2,43.8
2524,comprehensive,mixed,13.6,51.4,5.4,42.9
2525,comprehensive,mixed,19.1,51.3,1.6,40.7
2526,comprehensive,mixed,9.4,48.5,0.3,46.7
2527,comprehensive,mixed,7.9,49.9,0.5,50.2
2528,comprehensive,mixed,14.1,49.5,2.4,54.3
2529,comprehensive,mixed,17.7,49.3,1.7,48
2530,comprehensive,mixed,11.6,51.2,2,54.9
2531,comprehensive,mixed,14,50.6,0.5,47.8
2532,comprehensive,mixed,15.9,48.2,2.4,49.1
2533,comprehensive,mixed,9.3,48,1,50.7
2534,comprehensive,mixed,17.9,47.8,4,50.7
2535,comprehensive,mixed,9.2,53.2,4.2,51.5
2536,comprehensive,mixed,13.6,49.7,1.5,46.8
2537,comprehensive,mixed,9.9,52,1,47.5
